source,target,source_name,target_name,source_opinion,target_opinion,source_group,target_group
8,26,James Rodriguez,Mark Lewis,1,-1,1,-1
8,28,James Rodriguez,Steven Walker,1,1,1,1
8,51,James Rodriguez,Rebecca Torres,1,-1,1,-1
8,88,James Rodriguez,Caleb Simmons,1,1,1,1
8,97,James Rodriguez,Isabella Hamilton,1,0,1,0
8,103,James Rodriguez,Naomi Jordan,1,1,1,1
8,108,James Rodriguez,Aaron Russell,1,1,1,1
9,59,Elizabeth Martinez,Megan Reed,2,2,1,1
9,14,Elizabeth Martinez,Joseph Thomas,2,2,1,1
9,44,Elizabeth Martinez,Jacob Campbell,2,2,1,1
9,104,Elizabeth Martinez,Isaac Hayes,2,2,1,1
9,109,Elizabeth Martinez,Sofia Griffin,2,2,1,1
9,60,Elizabeth Martinez,Aaron Cook,2,-2,1,-1
9,40,Elizabeth Martinez,Jason Nelson,2,-2,1,-1
9,10,Elizabeth Martinez,David Hernandez,2,-2,1,-1
9,30,Elizabeth Martinez,Paul Allen,2,-2,1,-1
9,90,Elizabeth Martinez,Dylan Bryant,2,-2,1,-1
9,22,Elizabeth Martinez,Matthew Harris,2,0,1,0
9,25,Elizabeth Martinez,Betty Ramirez,2,-2,1,-1
9,27,Elizabeth Martinez,Helen Robinson,2,0,1,0
9,35,Elizabeth Martinez,Ruth Nguyen,2,-2,1,-1
9,47,Elizabeth Martinez,Emma Roberts,2,0,1,0
9,52,Elizabeth Martinez,Frank Parker,2,0,1,0
9,54,Elizabeth Martinez,Scott Collins,2,2,1,1
9,64,Elizabeth Martinez,Zachary Bailey,2,2,1,1
9,84,Elizabeth Martinez,Alex Patterson,2,2,1,1
9,85,Elizabeth Martinez,Taylor Hughes,2,-2,1,-1
9,95,Elizabeth Martinez,Hailey Myers,2,-2,1,-1
10,55,David Hernandez,Rachel Stewart,-2,-2,-1,-1
10,35,David Hernandez,Ruth Nguyen,-2,-2,-1,-1
10,105,David Hernandez,Lily Ford,-2,-2,-1,-1
10,80,David Hernandez,Robin Coleman,-2,-2,-1,-1
10,65,David Hernandez,Katherine Rivera,-2,-2,-1,-1
10,104,David Hernandez,Isaac Hayes,-2,2,-1,1
10,74,David Hernandez,Derek Price,-2,2,-1,1
10,24,David Hernandez,Anthony Clark,-2,2,-1,1
10,44,David Hernandez,Jacob Campbell,-2,2,-1,1
10,39,David Hernandez,Cynthia Adams,-2,2,-1,1
10,19,David Hernandez,Lisa Lee,-2,2,-1,1
10,25,David Hernandez,Betty Ramirez,-2,-2,-1,-1
10,29,David Hernandez,Sandra Young,-2,2,-1,1
10,47,David Hernandez,Emma Roberts,-2,0,-1,0
10,50,David Hernandez,Nicholas Turner,-2,-2,-1,-1
10,64,David Hernandez,Zachary Bailey,-2,2,-1,1
10,75,David Hernandez,Victoria Bennett,-2,-2,-1,-1
10,84,David Hernandez,Alex Patterson,-2,2,-1,1
10,85,David Hernandez,Taylor Hughes,-2,-2,-1,-1
10,89,David Hernandez,Alyssa Foster,-2,2,-1,1
10,90,David Hernandez,Dylan Bryant,-2,-2,-1,-1
10,97,David Hernandez,Isabella Hamilton,-2,0,-1,0
10,100,David Hernandez,Wyatt Wallace,-2,-2,-1,-1
10,109,David Hernandez,Sofia Griffin,-2,2,-1,1
11,91,Jennifer Lopez,Jasmine Alexander,-1,-1,-1,-1
11,46,Jennifer Lopez,Ryan Carter,-1,-1,-1,-1
11,96,Jennifer Lopez,Owen Ford,-1,-1,-1,-1
11,71,Jennifer Lopez,Janice Brooks,-1,-1,-1,-1
11,66,Jennifer Lopez,Patrick Cooper,-1,-1,-1,-1
11,58,Jennifer Lopez,Benjamin Rogers,-1,1,-1,1
11,38,Jennifer Lopez,Edward Green,-1,1,-1,1
11,23,Jennifer Lopez,Karen Sanchez,-1,1,-1,1
11,83,Jennifer Lopez,Riley Powell,-1,1,-1,1
11,78,Jennifer Lopez,Jamie Ross,-1,1,-1,1
11,21,Jennifer Lopez,Nancy White,-1,-1,-1,-1
11,28,Jennifer Lopez,Steven Walker,-1,1,-1,1
11,63,Jennifer Lopez,Cheryl Murphy,-1,1,-1,1
11,86,Jennifer Lopez,Ethan Flores,-1,-1,-1,-1
11,93,Jennifer Lopez,Sierra Griffin,-1,1,-1,1
12,17,Richard Wilson,Dorothy Jackson,0,0,0,0
12,22,Richard Wilson,Matthew Harris,0,0,0,0
12,27,Richard Wilson,Helen Robinson,0,0,0,0
12,107,Richard Wilson,Madison Bryant,0,0,0,0
12,103,Richard Wilson,Naomi Jordan,0,1,0,1
12,95,Richard Wilson,Hailey Myers,0,-2,0,-1
12,46,Richard Wilson,Ryan Carter,0,-1,0,-1
12,40,Richard Wilson,Jason Nelson,0,-2,0,-1
12,43,Richard Wilson,Angela Rivera,0,1,0,1
12,32,Richard Wilson,Andrew Wright,0,0,0,0
12,42,Richard Wilson,Jeffrey Hall,0,0,0,0
12,52,Richard Wilson,Frank Parker,0,0,0,0
12,62,Richard Wilson,Adam Bell,0,0,0,0
12,72,Richard Wilson,Samuel Kelly,0,0,0,0
12,92,Richard Wilson,Connor Russell,0,0,0,0
13,68,Susan Anderson,Shane Cox,1,1,1,1
13,103,Susan Anderson,Naomi Jordan,1,1,1,1
13,78,Susan Anderson,Jamie Ross,1,1,1,1
13,88,Susan Anderson,Caleb Simmons,1,1,1,1
13,48,Susan Anderson,Gary Phillips,1,1,1,1
13,86,Susan Anderson,Ethan Flores,1,-1,1,-1
13,106,Susan Anderson,Gabriel Simmons,1,-1,1,-1
13,16,Susan Anderson,Charles Moore,1,-1,1,-1
13,41,Susan Anderson,Amy Baker,1,-1,1,-1
13,31,Susan Anderson,Donna King,1,-1,1,-1
13,56,Susan Anderson,Brandon Sanchez,1,-1,1,-1
13,58,Susan Anderson,Benjamin Rogers,1,1,1,1
13,81,Susan Anderson,AJenkins,1,-1,1,-1
13,111,Susan Anderson,Aubrey Price,1,-1,1,-1
14,109,Joseph Thomas,Sofia Griffin,2,2,1,1
14,59,Joseph Thomas,Megan Reed,2,2,1,1
14,24,Joseph Thomas,Anthony Clark,2,2,1,1
14,54,Joseph Thomas,Scott Collins,2,2,1,1
14,74,Joseph Thomas,Derek Price,2,2,1,1
14,25,Joseph Thomas,Betty Ramirez,2,-2,1,-1
14,70,Joseph Thomas,Bryan Ward,2,-2,1,-1
14,40,Joseph Thomas,Jason Nelson,2,-2,1,-1
14,80,Joseph Thomas,Robin Coleman,2,-2,1,-1
14,20,Joseph Thomas,Daniel Perez,2,-2,1,-1
14,29,Joseph Thomas,Sandra Young,2,2,1,1
14,35,Joseph Thomas,Ruth Nguyen,2,-2,1,-1
14,50,Joseph Thomas,Nicholas Turner,2,-2,1,-1
14,67,Joseph Thomas,Diane Richardson,2,0,1,0
14,69,Joseph Thomas,Theresa Howard,2,2,1,1
14,105,Joseph Thomas,Lily Ford,2,-2,1,-1
14,112,Joseph Thomas,Miles Jenkins,2,0,1,0
15,30,Margaret Taylor,Paul Allen,-2,-2,-1,-1
15,85,Margaret Taylor,Taylor Hughes,-2,-2,-1,-1
15,20,Margaret Taylor,Daniel Perez,-2,-2,-1,-1
15,105,Margaret Taylor,Lily Ford,-2,-2,-1,-1
15,50,Margaret Taylor,Nicholas Turner,-2,-2,-1,-1
15,104,Margaret Taylor,Isaac Hayes,-2,2,-1,1
15,84,Margaret Taylor,Alex Patterson,-2,2,-1,1
15,99,Margaret Taylor,Mia Sullivan,-2,2,-1,1
15,34,Margaret Taylor,Kevin Torres,-2,2,-1,1
15,24,Margaret Taylor,Anthony Clark,-2,2,-1,1
15,19,Margaret Taylor,Lisa Lee,-2,2,-1,1
15,25,Margaret Taylor,Betty Ramirez,-2,-2,-1,-1
15,44,Margaret Taylor,Jacob Campbell,-2,2,-1,1
15,70,Margaret Taylor,Bryan Ward,-2,-2,-1,-1
15,80,Margaret Taylor,Robin Coleman,-2,-2,-1,-1
15,82,Margaret Taylor,Quinn Perry,-2,0,-1,0
16,61,Charles Moore,Olivia Morgan,-1,-1,-1,-1
16,31,Charles Moore,Donna King,-1,-1,-1,-1
16,91,Charles Moore,Jasmine Alexander,-1,-1,-1,-1
16,86,Charles Moore,Ethan Flores,-1,-1,-1,-1
16,98,Charles Moore,Carter Graham,-1,1,-1,1
16,53,Charles Moore,Janet Edwards,-1,1,-1,1
16,78,Charles Moore,Jamie Ross,-1,1,-1,1
16,18,Charles Moore,Christopher Martin,-1,1,-1,1
16,23,Charles Moore,Karen Sanchez,-1,1,-1,1
16,43,Charles Moore,Angela Rivera,-1,1,-1,1
16,67,Charles Moore,Diane Richardson,-1,0,-1,0
16,68,Charles Moore,Shane Cox,-1,1,-1,1
16,72,Charles Moore,Samuel Kelly,-1,0,-1,0
16,81,Charles Moore,AJenkins,-1,-1,-1,-1
16,88,Charles Moore,Caleb Simmons,-1,1,-1,1
16,102,Charles Moore,Julian Cole,-1,0,-1,0
16,103,Charles Moore,Naomi Jordan,-1,1,-1,1
17,62,Dorothy Jackson,Adam Bell,0,0,0,0
17,52,Dorothy Jackson,Frank Parker,0,0,0,0
17,42,Dorothy Jackson,Jeffrey Hall,0,0,0,0
17,97,Dorothy Jackson,Isabella Hamilton,0,0,0,0
17,53,Dorothy Jackson,Janet Edwards,0,1,0,1
17,86,Dorothy Jackson,Ethan Flores,0,-1,0,-1
17,43,Dorothy Jackson,Angela Rivera,0,1,0,1
17,83,Dorothy Jackson,Riley Powell,0,1,0,1
17,32,Dorothy Jackson,Andrew Wright,0,0,0,0
17,37,Dorothy Jackson,Sharon Flores,0,0,0,0
17,67,Dorothy Jackson,Diane Richardson,0,0,0,0
17,77,Dorothy Jackson,Casey Barnes,0,0,0,0
17,87,Dorothy Jackson,Samantha Butler,0,0,0,0
17,107,Dorothy Jackson,Madison Bryant,0,0,0,0
18,28,Christopher Martin,Steven Walker,1,1,1,1
18,113,Christopher Martin,Caroline Patterson,1,1,1,1
18,83,Christopher Martin,Riley Powell,1,1,1,1
18,93,Christopher Martin,Sierra Griffin,1,1,1,1
18,33,Christopher Martin,Carol Scott,1,1,1,1
18,41,Christopher Martin,Amy Baker,1,-1,1,-1
18,81,Christopher Martin,AJenkins,1,-1,1,-1
18,96,Christopher Martin,Owen Ford,1,-1,1,-1
18,66,Christopher Martin,Patrick Cooper,1,-1,1,-1
18,31,Christopher Martin,Donna King,1,-1,1,-1
18,43,Christopher Martin,Angela Rivera,1,1,1,1
18,46,Christopher Martin,Ryan Carter,1,-1,1,-1
18,53,Christopher Martin,Janet Edwards,1,1,1,1
18,68,Christopher Martin,Shane Cox,1,1,1,1
18,72,Christopher Martin,Samuel Kelly,1,0,1,0
18,98,Christopher Martin,Carter Graham,1,1,1,1
19,94,Lisa Lee,Luke Diaz,2,2,1,1
19,39,Lisa Lee,Cynthia Adams,2,2,1,1
19,54,Lisa Lee,Scott Collins,2,2,1,1
19,69,Lisa Lee,Theresa Howard,2,2,1,1
19,64,Lisa Lee,Zachary Bailey,2,2,1,1
19,70,Lisa Lee,Bryan Ward,2,-2,1,-1
19,80,Lisa Lee,Robin Coleman,2,-2,1,-1
19,35,Lisa Lee,Ruth Nguyen,2,-2,1,-1
19,24,Lisa Lee,Anthony Clark,2,2,1,1
19,29,Lisa Lee,Sandra Young,2,2,1,1
19,34,Lisa Lee,Kevin Torres,2,2,1,1
19,40,Lisa Lee,Jason Nelson,2,-2,1,-1
19,65,Lisa Lee,Katherine Rivera,2,-2,1,-1
19,84,Lisa Lee,Alex Patterson,2,2,1,1
19,104,Lisa Lee,Isaac Hayes,2,2,1,1
20,55,Daniel Perez,Rachel Stewart,-2,-2,-1,-1
20,95,Daniel Perez,Hailey Myers,-2,-2,-1,-1
20,90,Daniel Perez,Dylan Bryant,-2,-2,-1,-1
20,40,Daniel Perez,Jason Nelson,-2,-2,-1,-1
20,94,Daniel Perez,Luke Diaz,-2,2,-1,1
20,39,Daniel Perez,Cynthia Adams,-2,2,-1,1
20,104,Daniel Perez,Isaac Hayes,-2,2,-1,1
20,24,Daniel Perez,Anthony Clark,-2,2,-1,1
20,34,Daniel Perez,Kevin Torres,-2,2,-1,1
20,54,Daniel Perez,Scott Collins,-2,2,-1,1
20,65,Daniel Perez,Katherine Rivera,-2,-2,-1,-1
20,80,Daniel Perez,Robin Coleman,-2,-2,-1,-1
20,99,Daniel Perez,Mia Sullivan,-2,2,-1,1
20,110,Daniel Perez,Julian Barnes,-2,-2,-1,-1
21,41,Nancy White,Amy Baker,-1,-1,-1,-1
21,56,Nancy White,Brandon Sanchez,-1,-1,-1,-1
21,86,Nancy White,Ethan Flores,-1,-1,-1,-1
21,38,Nancy White,Edward Green,-1,1,-1,1
21,43,Nancy White,Angela Rivera,-1,1,-1,1
21,108,Nancy White,Aaron Russell,-1,1,-1,1
21,78,Nancy White,Jamie Ross,-1,1,-1,1
21,33,Nancy White,Carol Scott,-1,1,-1,1
21,31,Nancy White,Donna King,-1,-1,-1,-1
21,51,Nancy White,Rebecca Torres,-1,-1,-1,-1
21,52,Nancy White,Frank Parker,-1,0,-1,0
21,57,Nancy White,Laura Morris,-1,0,-1,0
21,96,Nancy White,Owen Ford,-1,-1,-1,-1
21,101,Nancy White,Eva West,-1,-1,-1,-1
21,102,Nancy White,Julian Cole,-1,0,-1,0
21,103,Nancy White,Naomi Jordan,-1,1,-1,1
21,112,Nancy White,Miles Jenkins,-1,0,-1,0
22,92,Matthew Harris,Connor Russell,0,0,0,0
22,27,Matthew Harris,Helen Robinson,0,0,0,0
22,97,Matthew Harris,Isabella Hamilton,0,0,0,0
22,82,Matthew Harris,Quinn Perry,0,0,0,0
22,42,Matthew Harris,Jeffrey Hall,0,0,0,0
22,76,Matthew Harris,Jordan Wood,0,-1,0,-1
22,36,Matthew Harris,Brian Hill,0,-1,0,-1
22,63,Matthew Harris,Cheryl Murphy,0,1,0,1
22,80,Matthew Harris,Robin Coleman,0,-2,0,-1
23,73,Karen Sanchez,Alice Sanders,1,1,1,1
23,63,Karen Sanchez,Cheryl Murphy,1,1,1,1
23,78,Karen Sanchez,Jamie Ross,1,1,1,1
23,113,Karen Sanchez,Caroline Patterson,1,1,1,1
23,101,Karen Sanchez,Eva West,1,-1,1,-1
23,61,Karen Sanchez,Olivia Morgan,1,-1,1,-1
23,51,Karen Sanchez,Rebecca Torres,1,-1,1,-1
23,36,Karen Sanchez,Brian Hill,1,-1,1,-1
23,37,Karen Sanchez,Sharon Flores,1,0,1,0
23,38,Karen Sanchez,Edward Green,1,1,1,1
23,53,Karen Sanchez,Janet Edwards,1,1,1,1
23,58,Karen Sanchez,Benjamin Rogers,1,1,1,1
23,98,Karen Sanchez,Carter Graham,1,1,1,1
23,103,Karen Sanchez,Naomi Jordan,1,1,1,1
24,44,Anthony Clark,Jacob Campbell,2,2,1,1
24,39,Anthony Clark,Cynthia Adams,2,2,1,1
24,99,Anthony Clark,Mia Sullivan,2,2,1,1
24,79,Anthony Clark,Morgan Henderson,2,2,1,1
24,65,Anthony Clark,Katherine Rivera,2,-2,1,-1
24,25,Anthony Clark,Betty Ramirez,2,-2,1,-1
24,40,Anthony Clark,Jason Nelson,2,-2,1,-1
24,70,Anthony Clark,Bryan Ward,2,-2,1,-1
24,27,Anthony Clark,Helen Robinson,2,0,1,0
25,40,Betty Ramirez,Jason Nelson,-2,-2,-1,-1
25,75,Betty Ramirez,Victoria Bennett,-2,-2,-1,-1
25,90,Betty Ramirez,Dylan Bryant,-2,-2,-1,-1
25,104,Betty Ramirez,Isaac Hayes,-2,2,-1,1
25,89,Betty Ramirez,Alyssa Foster,-2,2,-1,1
25,39,Betty Ramirez,Cynthia Adams,-2,2,-1,1
25,50,Betty Ramirez,Nicholas Turner,-2,-2,-1,-1
25,84,Betty Ramirez,Alex Patterson,-2,2,-1,1
25,85,Betty Ramirez,Taylor Hughes,-2,-2,-1,-1
26,41,Mark Lewis,Amy Baker,-1,-1,-1,-1
26,31,Mark Lewis,Donna King,-1,-1,-1,-1
26,71,Mark Lewis,Janice Brooks,-1,-1,-1,-1
26,81,Mark Lewis,AJenkins,-1,-1,-1,-1
26,36,Mark Lewis,Brian Hill,-1,-1,-1,-1
26,63,Mark Lewis,Cheryl Murphy,-1,1,-1,1
26,28,Mark Lewis,Steven Walker,-1,1,-1,1
26,43,Mark Lewis,Angela Rivera,-1,1,-1,1
26,53,Mark Lewis,Janet Edwards,-1,1,-1,1
26,61,Mark Lewis,Olivia Morgan,-1,-1,-1,-1
26,67,Mark Lewis,Diane Richardson,-1,0,-1,0
26,91,Mark Lewis,Jasmine Alexander,-1,-1,-1,-1
26,111,Mark Lewis,Aubrey Price,-1,-1,-1,-1
27,77,Helen Robinson,Casey Barnes,0,0,0,0
27,52,Helen Robinson,Frank Parker,0,0,0,0
27,72,Helen Robinson,Samuel Kelly,0,0,0,0
27,92,Helen Robinson,Connor Russell,0,0,0,0
27,112,Helen Robinson,Miles Jenkins,0,0,0,0
27,86,Helen Robinson,Ethan Flores,0,-1,0,-1
27,98,Helen Robinson,Carter Graham,0,1,0,1
27,74,Helen Robinson,Derek Price,0,2,0,1
27,97,Helen Robinson,Isabella Hamilton,0,0,0,0
28,98,Steven Walker,Carter Graham,1,1,1,1
28,93,Steven Walker,Sierra Griffin,1,1,1,1
28,58,Steven Walker,Benjamin Rogers,1,1,1,1
28,83,Steven Walker,Riley Powell,1,1,1,1
28,81,Steven Walker,AJenkins,1,-1,1,-1
28,96,Steven Walker,Owen Ford,1,-1,1,-1
28,33,Steven Walker,Carol Scott,1,1,1,1
28,36,Steven Walker,Brian Hill,1,-1,1,-1
28,48,Steven Walker,Gary Phillips,1,1,1,1
28,66,Steven Walker,Patrick Cooper,1,-1,1,-1
28,73,Steven Walker,Alice Sanders,1,1,1,1
28,88,Steven Walker,Caleb Simmons,1,1,1,1
28,91,Steven Walker,Jasmine Alexander,1,-1,1,-1
29,44,Sandra Young,Jacob Campbell,2,2,1,1
29,69,Sandra Young,Theresa Howard,2,2,1,1
29,104,Sandra Young,Isaac Hayes,2,2,1,1
29,90,Sandra Young,Dylan Bryant,2,-2,1,-1
29,95,Sandra Young,Hailey Myers,2,-2,1,-1
29,65,Sandra Young,Katherine Rivera,2,-2,1,-1
29,40,Sandra Young,Jason Nelson,2,-2,1,-1
29,55,Sandra Young,Rachel Stewart,2,-2,1,-1
29,70,Sandra Young,Bryan Ward,2,-2,1,-1
29,79,Sandra Young,Morgan Henderson,2,2,1,1
29,97,Sandra Young,Isabella Hamilton,2,0,1,0
29,109,Sandra Young,Sofia Griffin,2,2,1,1
30,110,Paul Allen,Julian Barnes,-2,-2,-1,-1
30,95,Paul Allen,Hailey Myers,-2,-2,-1,-1
30,85,Paul Allen,Taylor Hughes,-2,-2,-1,-1
30,55,Paul Allen,Rachel Stewart,-2,-2,-1,-1
30,45,Paul Allen,Melissa Mitchell,-2,-2,-1,-1
30,34,Paul Allen,Kevin Torres,-2,2,-1,1
30,109,Paul Allen,Sofia Griffin,-2,2,-1,1
30,54,Paul Allen,Scott Collins,-2,2,-1,1
30,39,Paul Allen,Cynthia Adams,-2,2,-1,1
30,44,Paul Allen,Jacob Campbell,-2,2,-1,1
30,35,Paul Allen,Ruth Nguyen,-2,-2,-1,-1
30,49,Paul Allen,Stephanie Evans,-2,2,-1,1
30,65,Paul Allen,Katherine Rivera,-2,-2,-1,-1
30,99,Paul Allen,Mia Sullivan,-2,2,-1,1
31,66,Donna King,Patrick Cooper,-1,-1,-1,-1
