source,target,source_name,target_name,source_opinion,target_opinion,source_group,target_group
6,28,William Miller,Steven Walker,-1,1,-1,1
6,33,William Miller,Carol Scott,-1,1,-1,1
6,38,William Miller,Edward Green,-1,1,-1,1
6,43,William Miller,Angela Rivera,-1,1,-1,1
6,48,William Miller,Gary Phillips,-1,1,-1,1
6,53,William Miller,Janet Edwards,-1,1,-1,1
6,58,William Miller,Benjamin Rogers,-1,1,-1,1
6,63,William Miller,Cheryl Murphy,-1,1,-1,1
6,68,William Miller,Shane Cox,-1,1,-1,1
6,73,William Miller,Alice Sanders,-1,1,-1,1
6,78,William Miller,Jamie Ross,-1,1,-1,1
6,83,William Miller,Riley Powell,-1,1,-1,1
6,88,William Miller,Caleb Simmons,-1,1,-1,1
6,93,William Miller,Sierra Griffin,-1,1,-1,1
6,98,William Miller,Carter Graham,-1,1,-1,1
6,103,William Miller,Naomi Jordan,-1,1,-1,1
6,108,William Miller,Aaron Russell,-1,1,-1,1
6,113,William Miller,Caroline Patterson,-1,1,-1,1
6,17,William Miller,Dorothy Jackson,-1,0,-1,0
6,52,William Miller,Frank Parker,-1,0,-1,0
6,57,William Miller,Laura Morris,-1,0,-1,0
6,62,William Miller,Adam Bell,-1,0,-1,0
6,82,William Miller,Quinn Perry,-1,0,-1,0
7,68,Barbara Davis,Shane Cox,0,1,0,1
7,38,Barbara Davis,Edward Green,0,1,0,1
7,73,Barbara Davis,Alice Sanders,0,1,0,1
7,94,Barbara Davis,Luke Diaz,0,2,0,1
7,44,Barbara Davis,Jacob Campbell,0,2,0,1
7,28,Barbara Davis,Steven Walker,0,1,0,1
7,69,Barbara Davis,Theresa Howard,0,2,0,1
7,54,Barbara Davis,Scott Collins,0,2,0,1
7,103,Barbara Davis,Naomi Jordan,0,1,0,1
7,24,Barbara Davis,Anthony Clark,0,2,0,1
7,31,Barbara Davis,Donna King,0,-1,0,-1
7,51,Barbara Davis,Rebecca Torres,0,-1,0,-1
7,15,Barbara Davis,Margaret Taylor,0,-2,0,-1
7,11,Barbara Davis,Jennifer Lopez,0,-1,0,-1
7,60,Barbara Davis,Aaron Cook,0,-2,0,-1
7,106,Barbara Davis,Gabriel Simmons,0,-1,0,-1
7,55,Barbara Davis,Rachel Stewart,0,-2,0,-1
7,96,Barbara Davis,Owen Ford,0,-1,0,-1
7,40,Barbara Davis,Jason Nelson,0,-2,0,-1
7,71,Barbara Davis,Janice Brooks,0,-1,0,-1
8,11,James Rodriguez,Jennifer Lopez,1,-1,1,-1
8,16,James Rodriguez,Charles Moore,1,-1,1,-1
8,21,James Rodriguez,Nancy White,1,-1,1,-1
8,26,James Rodriguez,Mark Lewis,1,-1,1,-1
8,31,James Rodriguez,Donna King,1,-1,1,-1
8,36,James Rodriguez,Brian Hill,1,-1,1,-1
8,41,James Rodriguez,Amy Baker,1,-1,1,-1
8,46,James Rodriguez,Ryan Carter,1,-1,1,-1
8,51,James Rodriguez,Rebecca Torres,1,-1,1,-1
8,56,James Rodriguez,Brandon Sanchez,1,-1,1,-1
8,61,James Rodriguez,Olivia Morgan,1,-1,1,-1
8,66,James Rodriguez,Patrick Cooper,1,-1,1,-1
8,71,James Rodriguez,Janice Brooks,1,-1,1,-1
8,76,James Rodriguez,Jordan Wood,1,-1,1,-1
8,81,James Rodriguez,AJenkins,1,-1,1,-1
8,86,James Rodriguez,Ethan Flores,1,-1,1,-1
8,91,James Rodriguez,Jasmine Alexander,1,-1,1,-1
8,96,James Rodriguez,Owen Ford,1,-1,1,-1
8,101,James Rodriguez,Eva West,1,-1,1,-1
8,106,James Rodriguez,Gabriel Simmons,1,-1,1,-1
8,111,James Rodriguez,Aubrey Price,1,-1,1,-1
8,12,James Rodriguez,Richard Wilson,1,0,1,0
8,47,James Rodriguez,Emma Roberts,1,0,1,0
8,87,James Rodriguez,Samantha Butler,1,0,1,0
8,92,James Rodriguez,Connor Russell,1,0,1,0
8,97,James Rodriguez,Isabella Hamilton,1,0,1,0
8,102,James Rodriguez,Julian Cole,1,0,1,0
8,107,James Rodriguez,Madison Bryant,1,0,1,0
9,10,Elizabeth Martinez,David Hernandez,2,-2,1,-1
9,15,Elizabeth Martinez,Margaret Taylor,2,-2,1,-1
9,20,Elizabeth Martinez,Daniel Perez,2,-2,1,-1
9,25,Elizabeth Martinez,Betty Ramirez,2,-2,1,-1
9,30,Elizabeth Martinez,Paul Allen,2,-2,1,-1
9,35,Elizabeth Martinez,Ruth Nguyen,2,-2,1,-1
9,40,Elizabeth Martinez,Jason Nelson,2,-2,1,-1
9,45,Elizabeth Martinez,Melissa Mitchell,2,-2,1,-1
9,50,Elizabeth Martinez,Nicholas Turner,2,-2,1,-1
9,55,Elizabeth Martinez,Rachel Stewart,2,-2,1,-1
9,60,Elizabeth Martinez,Aaron Cook,2,-2,1,-1
9,65,Elizabeth Martinez,Katherine Rivera,2,-2,1,-1
9,70,Elizabeth Martinez,Bryan Ward,2,-2,1,-1
9,75,Elizabeth Martinez,Victoria Bennett,2,-2,1,-1
9,80,Elizabeth Martinez,Robin Coleman,2,-2,1,-1
9,85,Elizabeth Martinez,Taylor Hughes,2,-2,1,-1
9,90,Elizabeth Martinez,Dylan Bryant,2,-2,1,-1
9,95,Elizabeth Martinez,Hailey Myers,2,-2,1,-1
9,100,Elizabeth Martinez,Wyatt Wallace,2,-2,1,-1
9,105,Elizabeth Martinez,Lily Ford,2,-2,1,-1
9,110,Elizabeth Martinez,Julian Barnes,2,-2,1,-1
9,27,Elizabeth Martinez,Helen Robinson,2,0,1,0
9,37,Elizabeth Martinez,Sharon Flores,2,0,1,0
9,47,Elizabeth Martinez,Emma Roberts,2,0,1,0
9,62,Elizabeth Martinez,Adam Bell,2,0,1,0
9,67,Elizabeth Martinez,Diane Richardson,2,0,1,0
10,14,David Hernandez,Joseph Thomas,-2,2,-1,1
10,19,David Hernandez,Lisa Lee,-2,2,-1,1
10,24,David Hernandez,Anthony Clark,-2,2,-1,1
10,29,David Hernandez,Sandra Young,-2,2,-1,1
10,34,David Hernandez,Kevin Torres,-2,2,-1,1
10,39,David Hernandez,Cynthia Adams,-2,2,-1,1
10,44,David Hernandez,Jacob Campbell,-2,2,-1,1
10,49,David Hernandez,Stephanie Evans,-2,2,-1,1
10,54,David Hernandez,Scott Collins,-2,2,-1,1
10,59,David Hernandez,Megan Reed,-2,2,-1,1
10,64,David Hernandez,Zachary Bailey,-2,2,-1,1
10,69,David Hernandez,Theresa Howard,-2,2,-1,1
10,74,David Hernandez,Derek Price,-2,2,-1,1
10,79,David Hernandez,Morgan Henderson,-2,2,-1,1
10,84,David Hernandez,Alex Patterson,-2,2,-1,1
10,89,David Hernandez,Alyssa Foster,-2,2,-1,1
10,94,David Hernandez,Luke Diaz,-2,2,-1,1
10,99,David Hernandez,Mia Sullivan,-2,2,-1,1
10,104,David Hernandez,Isaac Hayes,-2,2,-1,1
10,109,David Hernandez,Sofia Griffin,-2,2,-1,1
10,37,David Hernandez,Sharon Flores,-2,0,-1,0
10,42,David Hernandez,Jeffrey Hall,-2,0,-1,0
10,67,David Hernandez,Diane Richardson,-2,0,-1,0
10,72,David Hernandez,Samuel Kelly,-2,0,-1,0
10,87,David Hernandez,Samantha Butler,-2,0,-1,0
10,97,David Hernandez,Isabella Hamilton,-2,0,-1,0
11,13,Jennifer Lopez,Susan Anderson,-1,1,-1,1
11,18,Jennifer Lopez,Christopher Martin,-1,1,-1,1
11,23,Jennifer Lopez,Karen Sanchez,-1,1,-1,1
11,28,Jennifer Lopez,Steven Walker,-1,1,-1,1
11,33,Jennifer Lopez,Carol Scott,-1,1,-1,1
11,38,Jennifer Lopez,Edward Green,-1,1,-1,1
11,43,Jennifer Lopez,Angela Rivera,-1,1,-1,1
11,48,Jennifer Lopez,Gary Phillips,-1,1,-1,1
11,53,Jennifer Lopez,Janet Edwards,-1,1,-1,1
11,58,Jennifer Lopez,Benjamin Rogers,-1,1,-1,1
11,63,Jennifer Lopez,Cheryl Murphy,-1,1,-1,1
11,68,Jennifer Lopez,Shane Cox,-1,1,-1,1
11,73,Jennifer Lopez,Alice Sanders,-1,1,-1,1
11,78,Jennifer Lopez,Jamie Ross,-1,1,-1,1
11,83,Jennifer Lopez,Riley Powell,-1,1,-1,1
11,88,Jennifer Lopez,Caleb Simmons,-1,1,-1,1
11,93,Jennifer Lopez,Sierra Griffin,-1,1,-1,1
11,98,Jennifer Lopez,Carter Graham,-1,1,-1,1
11,103,Jennifer Lopez,Naomi Jordan,-1,1,-1,1
11,108,Jennifer Lopez,Aaron Russell,-1,1,-1,1
11,113,Jennifer Lopez,Caroline Patterson,-1,1,-1,1
11,12,Jennifer Lopez,Richard Wilson,-1,0,-1,0
11,37,Jennifer Lopez,Sharon Flores,-1,0,-1,0
11,57,Jennifer Lopez,Laura Morris,-1,0,-1,0
11,67,Jennifer Lopez,Diane Richardson,-1,0,-1,0
11,82,Jennifer Lopez,Quinn Perry,-1,0,-1,0
12,88,Richard Wilson,Caleb Simmons,0,1,0,1
12,19,Richard Wilson,Lisa Lee,0,2,0,1
12,63,Richard Wilson,Cheryl Murphy,0,1,0,1
12,14,Richard Wilson,Joseph Thomas,0,2,0,1
12,89,Richard Wilson,Alyssa Foster,0,2,0,1
12,48,Richard Wilson,Gary Phillips,0,1,0,1
12,59,Richard Wilson,Megan Reed,0,2,0,1
12,93,Richard Wilson,Sierra Griffin,0,1,0,1
12,33,Richard Wilson,Carol Scott,0,1,0,1
12,13,Richard Wilson,Susan Anderson,0,1,0,1
12,105,Richard Wilson,Lily Ford,0,-2,0,-1
12,35,Richard Wilson,Ruth Nguyen,0,-2,0,-1
12,45,Richard Wilson,Melissa Mitchell,0,-2,0,-1
12,110,Richard Wilson,Julian Barnes,0,-2,0,-1
12,15,Richard Wilson,Margaret Taylor,0,-2,0,-1
12,60,Richard Wilson,Aaron Cook,0,-2,0,-1
12,41,Richard Wilson,Amy Baker,0,-1,0,-1
12,71,Richard Wilson,Janice Brooks,0,-1,0,-1
12,56,Richard Wilson,Brandon Sanchez,0,-1,0,-1
12,25,Richard Wilson,Betty Ramirez,0,-2,0,-1
13,16,Susan Anderson,Charles Moore,1,-1,1,-1
13,21,Susan Anderson,Nancy White,1,-1,1,-1
13,26,Susan Anderson,Mark Lewis,1,-1,1,-1
13,31,Susan Anderson,Donna King,1,-1,1,-1
13,36,Susan Anderson,Brian Hill,1,-1,1,-1
13,41,Susan Anderson,Amy Baker,1,-1,1,-1
13,46,Susan Anderson,Ryan Carter,1,-1,1,-1
13,51,Susan Anderson,Rebecca Torres,1,-1,1,-1
13,56,Susan Anderson,Brandon Sanchez,1,-1,1,-1
13,61,Susan Anderson,Olivia Morgan,1,-1,1,-1
13,66,Susan Anderson,Patrick Cooper,1,-1,1,-1
13,71,Susan Anderson,Janice Brooks,1,-1,1,-1
13,76,Susan Anderson,Jordan Wood,1,-1,1,-1
13,81,Susan Anderson,AJenkins,1,-1,1,-1
13,86,Susan Anderson,Ethan Flores,1,-1,1,-1
13,91,Susan Anderson,Jasmine Alexander,1,-1,1,-1
13,96,Susan Anderson,Owen Ford,1,-1,1,-1
13,101,Susan Anderson,Eva West,1,-1,1,-1
13,106,Susan Anderson,Gabriel Simmons,1,-1,1,-1
13,111,Susan Anderson,Aubrey Price,1,-1,1,-1
13,17,Susan Anderson,Dorothy Jackson,1,0,1,0
13,22,Susan Anderson,Matthew Harris,1,0,1,0
13,27,Susan Anderson,Helen Robinson,1,0,1,0
13,47,Susan Anderson,Emma Roberts,1,0,1,0
13,57,Susan Anderson,Laura Morris,1,0,1,0
13,77,Susan Anderson,Casey Barnes,1,0,1,0
13,107,Susan Anderson,Madison Bryant,1,0,1,0
14,15,Joseph Thomas,Margaret Taylor,2,-2,1,-1
14,20,Joseph Thomas,Daniel Perez,2,-2,1,-1
14,25,Joseph Thomas,Betty Ramirez,2,-2,1,-1
14,30,Joseph Thomas,Paul Allen,2,-2,1,-1
14,35,Joseph Thomas,Ruth Nguyen,2,-2,1,-1
14,40,Joseph Thomas,Jason Nelson,2,-2,1,-1
14,45,Joseph Thomas,Melissa Mitchell,2,-2,1,-1
14,50,Joseph Thomas,Nicholas Turner,2,-2,1,-1
14,55,Joseph Thomas,Rachel Stewart,2,-2,1,-1
14,60,Joseph Thomas,Aaron Cook,2,-2,1,-1
14,65,Joseph Thomas,Katherine Rivera,2,-2,1,-1
14,70,Joseph Thomas,Bryan Ward,2,-2,1,-1
14,75,Joseph Thomas,Victoria Bennett,2,-2,1,-1
14,80,Joseph Thomas,Robin Coleman,2,-2,1,-1
14,85,Joseph Thomas,Taylor Hughes,2,-2,1,-1
14,90,Joseph Thomas,Dylan Bryant,2,-2,1,-1
14,95,Joseph Thomas,Hailey Myers,2,-2,1,-1
14,100,Joseph Thomas,Wyatt Wallace,2,-2,1,-1
14,105,Joseph Thomas,Lily Ford,2,-2,1,-1
14,110,Joseph Thomas,Julian Barnes,2,-2,1,-1
14,27,Joseph Thomas,Helen Robinson,2,0,1,0
14,72,Joseph Thomas,Samuel Kelly,2,0,1,0
15,19,Margaret Taylor,Lisa Lee,-2,2,-1,1
15,24,Margaret Taylor,Anthony Clark,-2,2,-1,1
15,29,Margaret Taylor,Sandra Young,-2,2,-1,1
15,34,Margaret Taylor,Kevin Torres,-2,2,-1,1
15,39,Margaret Taylor,Cynthia Adams,-2,2,-1,1
15,44,Margaret Taylor,Jacob Campbell,-2,2,-1,1
15,49,Margaret Taylor,Stephanie Evans,-2,2,-1,1
15,54,Margaret Taylor,Scott Collins,-2,2,-1,1
15,59,Margaret Taylor,Megan Reed,-2,2,-1,1
15,64,Margaret Taylor,Zachary Bailey,-2,2,-1,1
15,69,Margaret Taylor,Theresa Howard,-2,2,-1,1
15,74,Margaret Taylor,Derek Price,-2,2,-1,1
15,79,Margaret Taylor,Morgan Henderson,-2,2,-1,1
15,84,Margaret Taylor,Alex Patterson,-2,2,-1,1
15,89,Margaret Taylor,Alyssa Foster,-2,2,-1,1
15,94,Margaret Taylor,Luke Diaz,-2,2,-1,1
15,99,Margaret Taylor,Mia Sullivan,-2,2,-1,1
15,104,Margaret Taylor,Isaac Hayes,-2,2,-1,1
15,109,Margaret Taylor,Sofia Griffin,-2,2,-1,1
15,52,Margaret Taylor,Frank Parker,-2,0,-1,0
15,57,Margaret Taylor,Laura Morris,-2,0,-1,0
15,102,Margaret Taylor,Julian Cole,-2,0,-1,0
16,18,Charles Moore,Christopher Martin,-1,1,-1,1
16,23,Charles Moore,Karen Sanchez,-1,1,-1,1
16,28,Charles Moore,Steven Walker,-1,1,-1,1
16,33,Charles Moore,Carol Scott,-1,1,-1,1
16,38,Charles Moore,Edward Green,-1,1,-1,1
16,43,Charles Moore,Angela Rivera,-1,1,-1,1
16,48,Charles Moore,Gary Phillips,-1,1,-1,1
16,53,Charles Moore,Janet Edwards,-1,1,-1,1
16,58,Charles Moore,Benjamin Rogers,-1,1,-1,1
16,63,Charles Moore,Cheryl Murphy,-1,1,-1,1
16,68,Charles Moore,Shane Cox,-1,1,-1,1
16,73,Charles Moore,Alice Sanders,-1,1,-1,1
16,78,Charles Moore,Jamie Ross,-1,1,-1,1
16,83,Charles Moore,Riley Powell,-1,1,-1,1
16,88,Charles Moore,Caleb Simmons,-1,1,-1,1
16,93,Charles Moore,Sierra Griffin,-1,1,-1,1
16,98,Charles Moore,Carter Graham,-1,1,-1,1
16,103,Charles Moore,Naomi Jordan,-1,1,-1,1
16,108,Charles Moore,Aaron Russell,-1,1,-1,1
16,113,Charles Moore,Caroline Patterson,-1,1,-1,1
16,27,Charles Moore,Helen Robinson,-1,0,-1,0
16,42,Charles Moore,Jeffrey Hall,-1,0,-1,0
16,67,Charles Moore,Diane Richardson,-1,0,-1,0
16,87,Charles Moore,Samantha Butler,-1,0,-1,0
16,102,Charles Moore,Julian Cole,-1,0,-1,0
16,107,Charles Moore,Madison Bryant,-1,0,-1,0
17,59,Dorothy Jackson,Megan Reed,0,2,0,1
17,58,Dorothy Jackson,Benjamin Rogers,0,1,0,1
17,34,Dorothy Jackson,Kevin Torres,0,2,0,1
17,44,Dorothy Jackson,Jacob Campbell,0,2,0,1
17,98,Dorothy Jackson,Carter Graham,0,1,0,1
17,28,Dorothy Jackson,Steven Walker,0,1,0,1
17,88,Dorothy Jackson,Caleb Simmons,0,1,0,1
17,39,Dorothy Jackson,Cynthia Adams,0,2,0,1
17,99,Dorothy Jackson,Mia Sullivan,0,2,0,1
17,74,Dorothy Jackson,Derek Price,0,2,0,1
17,60,Dorothy Jackson,Aaron Cook,0,-2,0,-1
17,41,Dorothy Jackson,Amy Baker,0,-1,0,-1
17,100,Dorothy Jackson,Wyatt Wallace,0,-2,0,-1
17,86,Dorothy Jackson,Ethan Flores,0,-1,0,-1
17,35,Dorothy Jackson,Ruth Nguyen,0,-2,0,-1
17,50,Dorothy Jackson,Nicholas Turner,0,-2,0,-1
17,101,Dorothy Jackson,Eva West,0,-1,0,-1
17,106,Dorothy Jackson,Gabriel Simmons,0,-1,0,-1
17,61,Dorothy Jackson,Olivia Morgan,0,-1,0,-1
18,21,Christopher Martin,Nancy White,1,-1,1,-1
18,26,Christopher Martin,Mark Lewis,1,-1,1,-1
18,31,Christopher Martin,Donna King,1,-1,1,-1
18,36,Christopher Martin,Brian Hill,1,-1,1,-1
18,41,Christopher Martin,Amy Baker,1,-1,1,-1
18,46,Christopher Martin,Ryan Carter,1,-1,1,-1
18,51,Christopher Martin,Rebecca Torres,1,-1,1,-1
18,56,Christopher Martin,Brandon Sanchez,1,-1,1,-1
18,61,Christopher Martin,Olivia Morgan,1,-1,1,-1
18,66,Christopher Martin,Patrick Cooper,1,-1,1,-1
18,71,Christopher Martin,Janice Brooks,1,-1,1,-1
18,76,Christopher Martin,Jordan Wood,1,-1,1,-1
18,81,Christopher Martin,AJenkins,1,-1,1,-1
18,86,Christopher Martin,Ethan Flores,1,-1,1,-1
18,91,Christopher Martin,Jasmine Alexander,1,-1,1,-1
18,96,Christopher Martin,Owen Ford,1,-1,1,-1
18,101,Christopher Martin,Eva West,1,-1,1,-1
18,106,Christopher Martin,Gabriel Simmons,1,-1,1,-1
18,111,Christopher Martin,Aubrey Price,1,-1,1,-1
18,32,Christopher Martin,Andrew Wright,1,0,1,0
18,52,Christopher Martin,Frank Parker,1,0,1,0
18,77,Christopher Martin,Casey Barnes,1,0,1,0
18,82,Christopher Martin,Quinn Perry,1,0,1,0
18,92,Christopher Martin,Connor Russell,1,0,1,0
18,97,Christopher Martin,Isabella Hamilton,1,0,1,0
19,20,Lisa Lee,Daniel Perez,2,-2,1,-1
